slabinfo - version: 2.1
# name            <active_objs> <num_objs> <objsize> <objperslab> <pagesperslab> : tunables <limit> <batchcount> <sharedfactor> : slabdata <active_slabs> <num_slabs> <sharedavail>
f2fs_bio_post_read_ctx    510    510     80   51    1 : tunables    0    0    0 : slabdata     10     10      0
f2fs_victim_entry    584    876     56   73    1 : tunables    0    0    0 : slabdata     12     12      0
f2fs_extent_node    6183   6328     72   56    1 : tunables    0    0    0 : slabdata    113    113      0
f2fs_extent_tree    9520   9752     88   46    1 : tunables    0    0    0 : slabdata    212    212      0
f2fs_fsync_inode_entry      0      0     32  128    1 : tunables    0    0    0 : slabdata      0      0      0
f2fs_inode_entry     680    680     24  170    1 : tunables    0    0    0 : slabdata      4      4      0
f2fs_ino_entry      1360   1360     24  170    1 : tunables    0    0    0 : slabdata      8      8      0
f2fs_revoke_entry   1024   1024     32  128    1 : tunables    0    0    0 : slabdata      8      8      0
f2fs_sit_entry_set   1360   1360     24  170    1 : tunables    0    0    0 : slabdata      8      8      0
f2fs_discard_cmd    4454   4464    112   36    1 : tunables    0    0    0 : slabdata    124    124      0
f2fs_discard_entry    828    828     88   46    1 : tunables    0    0    0 : slabdata     18     18      0
f2fs_fsync_node_entry   1664   1664     32  128    1 : tunables    0    0    0 : slabdata     13     13      0
f2fs_nat_entry_set    918    918     40  102    1 : tunables    0    0    0 : slabdata      9      9      0
f2fs_free_nid      22225  22780     24  170    1 : tunables    0    0    0 : slabdata    134    134      0
f2fs_nat_entry     23552  23552     32  128    1 : tunables    0    0    0 : slabdata    184    184      0
f2fs_inode_cache   17602  18048   1360   24    8 : tunables    0    0    0 : slabdata    752    752      0
ovl_aio_req            0      0     64   64    1 : tunables    0    0    0 : slabdata      0      0      0
ovl_inode              0      0    816   20    4 : tunables    0    0    0 : slabdata      0      0      0
fuse_bpf_aio_req       0      0     64   64    1 : tunables    0    0    0 : slabdata      0      0      0
fuse_request         208    208    152   26    1 : tunables    0    0    0 : slabdata      8      8      0
fuse_inode           374    374    960   34    8 : tunables    0    0    0 : slabdata     11     11      0
exfat_inode_cache      0      0    936   35    8 : tunables    0    0    0 : slabdata      0      0      0
exfat_cache            0      0     40  102    1 : tunables    0    0    0 : slabdata      0      0      0
fat_inode_cache        0      0    888   36    8 : tunables    0    0    0 : slabdata      0      0      0
fat_cache              0      0     40  102    1 : tunables    0    0    0 : slabdata      0      0      0
jbd2_transaction_s      0      0    256   32    2 : tunables    0    0    0 : slabdata      0      0      0
jbd2_inode             0      0     64   64    1 : tunables    0    0    0 : slabdata      0      0      0
jbd2_journal_handle      0      0     56   73    1 : tunables    0    0    0 : slabdata      0      0      0
jbd2_journal_head      0      0    120   34    1 : tunables    0    0    0 : slabdata      0      0      0
jbd2_revoke_table_s      0      0     16  256    1 : tunables    0    0    0 : slabdata      0      0      0
jbd2_revoke_record_s      0      0     32  128    1 : tunables    0    0    0 : slabdata      0      0      0
ext4_fc_dentry_update      0      0     96   42    1 : tunables    0    0    0 : slabdata      0      0      0
ext4_inode_cache    5352   5352   1344   24    8 : tunables    0    0    0 : slabdata    223    223      0
ext4_free_data         0      0     56   73    1 : tunables    0    0    0 : slabdata      0      0      0
ext4_allocation_context      0      0    136   30    1 : tunables    0    0    0 : slabdata      0      0      0
ext4_prealloc_space      0      0    104   39    1 : tunables    0    0    0 : slabdata      0      0      0
ext4_system_zone     816    816     40  102    1 : tunables    0    0    0 : slabdata      8      8      0
ext4_io_end_vec        0      0     32  128    1 : tunables    0    0    0 : slabdata      0      0      0
ext4_io_end            0      0     64   64    1 : tunables    0    0    0 : slabdata      0      0      0
ext4_bio_post_read_ctx    128    128     64   64    1 : tunables    0    0    0 : slabdata      2      2      0
ext4_pending_reservation      0      0     32  128    1 : tunables    0    0    0 : slabdata      0      0      0
ext4_extent_status  15810  15810     40  102    1 : tunables    0    0    0 : slabdata    155    155      0
